,Property_keywords,bedrooms,bathrooms,area,prices,locations,property_types,Latitude,Longitude
6290,ONE BEDROOM FULLY FURNISHED WITH BALCONY 3499/MONTH,1,2,"1,000 sqft","3,499","C-06, China Cluster, International City, Dubai",Apartment,25.1669057,55.4132925
6291,LAVISH 1BHK ONLY @ 3499 AED/- PER MONTH | WITH ACTIVE DEWA | FULLY FURNISHED | READY TO MOVE,1,2,"1,000 sqft","3,499","H-07, China Cluster, International City, Dubai",Apartment,25.1671926,55.4146312
6292,Exceptional 1 BR in Address JBR with Marina views!,1,1,625 sqft,"14,000","The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
6293,Amazing stay at Elite Residence Dubai Marina,2,3,"1,335 sqft","13,500","Elite Residence, Dubai Marina, Dubai",Apartment,25.0895735,55.1478445
6294,1 Br | Fully Furnished | Business Bay,1,1,755 sqft,"9,497","Arabian Ranches, Dubai",Apartment,25.0523684,55.2673602
6295,Port de La Mer | Daniels 2BR,2,2,"1,283 sqft","12,000","Port De La Mer, La Mer, Jumeirah, Dubai",Apartment,25.2396355,55.25280129999999
6296,Modern Furnished //  Spacious 1 Bed // Sobha Creek,1,1,494 sqft,"7,500","Sobha Creek Vistas Tower B, Sobha Creek Vistas, Sobha Hartland, Dubai",Apartment,25.178171,55.31345630000001
6297,Minimalist 1 Bedroom | Spacious | Close to MOE,1,1,864 sqft,"8,500","Al Murad Tower, Al Barsha 1, Al Barsha, Dubai",Apartment,25.1135583,55.2013255
6298,Amazing Stay in the heart of Business Bay,1,2,"1,033 sqft","7,700","Safeer Tower 2, Business Bay, Dubai",Apartment,25.180354,55.27613059999999
6299,Studio Low Floor | With Bills | Smart TV,Studio,1,543 sqft,"4,000","Imperial, Dubai Silicon Oasis, Dubai",Apartment,25.1183538,55.3953871
6300,HomesGetaway - Summer Rate Promo 3BR+ aids Room Apt|Downtown Views,3,4,"1,768 sqft","22,000","Downtown Views, Za'abeel 2, Za'abeel, Dubai",Apartment,25.2024286,55.2809328
6301,Chic 1BR Retreat Next to Dubai Marina Promenade by Livbnb,1,1,786 sqft,"8,000","Time Place, Dubai Marina, Dubai",Apartment,25.080494,55.144181
6302,Fully furnished 01 Bedroom  Apartment at MD Hotel by Gewan(4* property),1,1,549 sqft,"5,250","MD Hotel, Al Barsha 1, Al Barsha, Dubai",Apartment,25.1135232,55.19135739999999
6303,"Fully Furnished studio in Vincitore Boulevard, Arjan",Studio,1,477 sqft,"4,999","Vincitore Boulevard, Arjan, Dubai",Apartment,25.0594308,55.2422468
6304,Gorgeous 1B with Balcony in Business Bay,1,1,883 sqft,"7,700","Safeer Tower 2, Business Bay, Dubai",Apartment,25.180354,55.27613059999999
6305,"Dubai Marina, Dubai",Studio,1,624 sqft,"6,500","Safeer Tower, Dubai Marina, Dubai",Apartment,25.0783206,55.1418324
6306,BEST PRICE | AVAILABLE NOW | LAKE VIEW,1,2,812 sqft,"11,990","MBL Residences, JLT Cluster K, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0671364,55.1397512
6307,Stylish 1-Bedroom Apartment with  Street View,1,1,712 sqft,"6,500","East 40, Al Furjan, Dubai",Apartment,25.0209913,55.1403768
6308,"Two Bedroom Apartment In Downtown Next To Dubai Mall Including all bills, Wifi, Parking, and Cleaning",2,3,"1,150 sqft","21,998","Mon Reve, Downtown Dubai, Dubai",Apartment,25.1942446,55.2827236
6309,Maison Privee - Stylish Studio Apartment with Marina access,Studio,1,387 sqft,"6,000","Sparkle Tower 3, Sparkle Towers, Dubai Marina, Dubai",Apartment,25.0714847,55.1321149
6310,Maison Privee - Premium Studio Apartment Close to JBR Beach,Studio,1,387 sqft,"6,000","Sparkle Tower 3, Sparkle Towers, Dubai Marina, Dubai",Apartment,25.0714847,55.1321149
6311,Best Deal Sport City Giovanni Boutique Suits Luxuries' Furnished 2 Bedroom with parking | Monthly 6500/-,2,2,"1,000 sqft","6,500","Giovanni Boutique Suites, Dubai Sports City, Dubai",Apartment,25.0320227,55.222943
6312,STUDIO ROOM WITH KITCHEN !! FULLY FURNISHED !! FREE BILLS,Studio,1,300 sqft,"3,599","Knightsbridge Court, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0485266,55.2076208
6313,Amazing Studio | Near to MOE| Fully Furnished| Serviced Apartment,Studio,1,390 sqft,"5,299","Al Barsha 1, Al Barsha, Dubai",Hotel Apartment,25.1103799,55.1954315
6314,Luxury Two Bedroom Hotel Apt | Beach Access | Large Layout | Bills Included,2,3,"1,593 sqft","25,000","Wyndham Residences The Palm, Kingdom Of Sheba, Palm Jumeirah, Dubai",Hotel Apartment,25.120418,55.1107594
6315,Ultimate Luxury Samana Signature Living Dubai,1,2,775 sqft,"6,500","Signature Livings, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0660033,55.20677629999999
6316,NO COMMISSION | ALL INCLUSIVE | COMFY 2BR APARTMENT WITH 3BEDS | GOLF VIEW,2,2,"1,209 sqft","8,500","Zenith Tower A2, Zenith Towers, Dubai Sports City, Dubai",Apartment,25.0391345,55.2176352
6317,Elegant Furnished Studio // Monthly // Damac Prive,Studio,1,452 sqft,"6,000","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
6318,Elegant Apartment in Dubai South,2,3,"1,200 sqft","5,900","Palma Residences, Residential District, Dubai South, Dubai",Apartment,25.1131053,55.1473081
6319,FULLY FURNISHED STUDIO WITH BALCONY 2699/MONTH,Studio,1,500 sqft,"2,699","C-06, China Cluster, International City, Dubai",Apartment,25.1669057,55.4132925
6320,Fully Furnished 1-Br High Floor Full Sea View Monthly,1,2,"1,000 sqft","8,000","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.072367,55.127675
6321,"Dubai Marina, Dubai.",1,1,"1,205 sqft","8,500","Safeer Tower, Dubai Marina, Dubai",Apartment,25.0783206,55.1418324
6322,Drop Price | Furnished 1 bedroom unit | All Bills inclusive,1,1,610 sqft,"6,499","Afnan 4, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0285128,55.1800715
6323,Livbnb Suites - Cosily Furnished 1 Bedroom Apartment Torch Tower,1,2,978 sqft,"7,000","The Torch, Dubai Marina, Dubai",Apartment,25.087942,55.14750000000001
6324,"Studio Available for monthly Rent  International city Dubai , Fully furnished Ready To Move",Studio,1,462 sqft,"2,300","I-12, Morocco Cluster, International City, Dubai",Apartment,25.1618209,55.41878329999999
6325,Serene Studio Apartment in Damac Hills,Studio,1,406 sqft,"4,500","Carson Tower B, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0245455,55.2431504
6326,Fully Furnished // 2 Bed Apartment // Tecom,2,3,"1,600 sqft","10,000","Al Noor Tower 1, Barsha Heights (Tecom), Dubai",Apartment,25.0940608,55.1744376
6327,No Commission l All Bills Included | Brand New Studio | Damac Hills Artesia,Studio,1,457 sqft,"4,999","Artesia C, Artesia, DAMAC Hills, Dubai",Apartment,25.0198906,55.2451979
6328,Furnished Studio With Balcony || Damac Celestia ||,Studio,1,454 sqft,"4,999","Celestia B, Celestia, Residential District, Dubai South, Dubai",Apartment,24.9392775,55.2175642
6329,Exquisite Fully Furnished Studio | Prime Location with Stunning Views | Unforgettable Living Experience,Studio,1,420 sqft,"5,999","The Voleo, Business Bay, Dubai",Apartment,25.1927942,55.2888388
6330,Superior Quality Furnishing ||Including Or Excluding Bills As You Like || Fully Facility Building,Studio,1,480 sqft,"3,490","Lincoln Park Sheffield, Lincoln Park, Arjan, Dubai",Apartment,25.062088,55.24021440000001
6331,Spacious 2BK(FREE Utility Bills +Housekeeping)* Deluxe*,2,2,"1,400 sqft","6,500","CARE Holiday Homes Apartments, Barsha Heights (Tecom), Dubai",Apartment,25.0929124,55.176849
6332,Luxurious 2 Bedroom Apartment,2,2,"1,170 sqft","30,000","Beach Vista 1, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0981282,55.1397625
6333,BEST 1 BED | AVAILABLE NOW | LAKE VIEW BALCONY,1,2,812 sqft,"14,990","MBL Residences, JLT Cluster K, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0671364,55.1397512
6334,GREAT DEAL ll LUXURIOUS ll FULLY FURNISHED,Studio,1,410 sqft,"4,199","Joya Blanca Residences, Arjan, Dubai",Apartment,25.0644521,55.23096529999999
6335,Hotel room fully furnish without kitchen,Studio,1,250 sqft,"2,999","Al Mankhool, Bur Dubai, Dubai",Hotel Apartment,25.2459667,55.29499759999999
6336,LUXURIOUSLY FURNISHED 3 BED | DAMAC Paramount | Business Bay,3,3,"1,700 sqft","15,000","Tower D, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Apartment,25.1831647,55.272887
6337,Burj Vista Tower 1 Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai,2,2,"1,392 sqft","20,000","Burj Vista 1, Burj Vista, Downtown Dubai, Dubai",Apartment,25.1984429,55.2707577
6338,Golf Course View | Prime Location,Studio,1,673 sqft,"4,499","Artesia C, Artesia, DAMAC Hills, Dubai",Apartment,25.0198906,55.2451979
6339,Sunlit living space | impeccable canal view corner unit,1,1,805 sqft,"8,499","Mayfair Tower, Business Bay, Dubai",Apartment,25.1817419,55.278155
6340,All Monthly Bills Inclusive!! Magnificent and Spacious 1BR,1,1,810 sqft,"6,500","Parkviews, Rawda Apartments, Town Square, Dubai",Apartment,25.003091,55.2921764
6341,AL BARSHA SOUTH/STUDIO/BELLAROSE/ARJAN/FULLY FURNISHED/ALL INCLUSIVE,Studio,1,450 sqft,"5,500","Bella Rose, Dubai Science Park, Dubai",Apartment,25.070378,55.2452482
6342,Luke Stays - Damac Golf Vista A,1,2,838 sqft,"7,000","Golf Vista 1, Golf Vista, Golf Town, DAMAC Hills, Dubai",Apartment,25.0165159,55.2530927
6343,Special Offer! Fully Furnished Luxury 1-Br in Bluewaters Island Monthly,1,2,"1,118 sqft","18,800","Bluewaters Residences, Bluewaters Island, Dubai",Apartment,25.0792222,55.11966839999999
6344,Revier Suite,1,1,538 sqft,"16,500","Revier Hotel, Business Bay, Dubai",Hotel Apartment,25.1793861,55.27159409999999
6345,FULLY FURNISHED 1BHK  WITH BALCONY AVAILABLE FOR 3 500/ MONTH,1,2,750 sqft,"3,500","Riviera Lake View Apartments, Central Business District, International City, Dubai",Apartment,25.1648925,55.4084034
6346,New Villa 3 Beds + Maids | Fully Furnished,3,5,"1,882 sqft","10,999","Primrose, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9953783,55.3978407
6347,Family One Bedroom  Hotel Apartment with 2 spacious balconies | Next to Metro Station,1,2,"1,000 sqft","8,500","Chelsea Gardens, Zen Cluster, Discovery Gardens, Dubai",Hotel Apartment,25.0483131,55.1306458
6348,BRAND NEW STUDIO BUILDING FOR FAMILY 5MIN FROM METRO,Studio,1,400 sqft,"3,000","Bur Dubai, Dubai",Apartment,25.2145565,55.3032906
6349,Amazing Living with Balcony in Business Bay,1,1,"1,012 sqft","8,000","Safeer Tower 1, Business Bay, Dubai",Apartment,25.1771361,55.2710581
6350,"Hot offer ,1B/R apart in Business Bay WITH balcony and fully canal view,, All bills included",1,1,920 sqft,"7,000","Mayfair Tower, Business Bay, Dubai",Apartment,25.1817419,55.278155
6351,Designer Furnished Apartment in Dubai with beautiful terrace,2,2,"1,722 sqft","11,499","West Avenue, Dubai Marina, Dubai",Apartment,25.0740411,55.1391047
6352,Amazing 1Bedroom Park View JVC - with Balcony,1,1,990 sqft,"6,900","Park View Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0544237,55.20305
6353,Gorgeous Studio with breath-taking Palm Views,Studio,1,549 sqft,"8,000","Palm Views East, Palm Views, Palm Jumeirah, Dubai",Apartment,25.1170671,55.1364276
6354,1BR Apartments in MK Residence JVC,1,1,"1,323 sqft","6,899","MK Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0617417,55.2123317
6355,NO COMMISSION | ALL INCLUSIVE | COZY STUDIO APARTMENT FOR RENT | DUBAI SPORTS CITY,Studio,1,447 sqft,"4,700","Zenith Tower A2, Zenith Towers, Dubai Sports City, Dubai",Apartment,25.0391345,55.2176352
6356,Furnished Cozy Studio | Bills Included,Studio,1,490 sqft,"4,300","Sevanam Crown, Dubai Silicon Oasis, Dubai",Apartment,25.1213561,55.37376949999999
6357,One-Bedroom Piece of Peace in Dubai Marina,1,2,978 sqft,"7,000","The Torch, Dubai Marina, Dubai",Apartment,25.087942,55.14750000000001
6358,Modern 1BHK with magnificent views of Zabeel Park,1,2,699 sqft,"12,000","Park Gate Residence, Al Kifaf, Bur Dubai, Dubai",Apartment,25.233542,55.2953925
6359,Fully Furnished Studio | 70m from Metro Station,Studio,1,381 sqft,"4,500","Azizi Aura, Downtown Jebel Ali, Jebel Ali, Dubai",Apartment,24.980273,55.0924705
6360,Prestigious Marina View in Palm Jumeirah,Studio,1,"1,012 sqft","8,000","Palm Views East, Palm Views, Palm Jumeirah, Dubai",Apartment,25.1170671,55.1364276
6361,New Serviced Studio - Danube Miraclz,Studio,1,391 sqft,"4,500","Miraclz Tower by Danube, Arjan, Dubai",Apartment,25.0583148,55.23891339999999
6362,XL Revier Suite,2,1,807 sqft,"29,000","Revier Hotel, Business Bay, Dubai",Hotel Apartment,25.1793861,55.27159409999999
6363,"1 BR | Monthly | No Agency Fee, No Electricity, Water & Internet Bills",1,1,750 sqft,"7,000","Al Bustan Center and Residence, Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai",Hotel Apartment,25.2750202,55.3681066
6364,SUMMER PROMO 1 BEDROOM | FULLY FURNISHED | DIRECT FROM OWNER,1,2,760 sqft,"6,459","Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",Apartment,25.052724,55.2010914
6365,Damac Heights-2BR w/City Sea View by Livbnb,2,3,"1,241 sqft","10,500","DAMAC Heights, Dubai Marina, Dubai",Apartment,25.08728,55.145627
6366,MODERN FURNISHED // SPACIOUS 2 BED ROOM APARTMENT // PRINCESS TOWER,2,2,"1,188 sqft","10,000","Princess Tower, Dubai Marina, Dubai",Apartment,25.0887804,55.14689509999999
6367,Branded Fully Furnished Extra Large Studio converted into One Bedroom Monthly AL Khail Heights 8A,1,1,940 sqft,"4,999","Al Khail Heights Building 8A, Al Khail Heights, Al Quoz 4, Al Quoz, Dubai",Apartment,25.1491849,55.2462495
6368,DELUXE STUDIO ROOM !! FULLY FURNISHED !! FREE BILLS !!,Studio,1,350 sqft,"5,999","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
6369,Summer Promotion- Sunny Waterfront 1BDR with Magnificent City View,1,2,900 sqft,"8,300","DAMAC Maison Canal Views, Business Bay, Dubai",Apartment,25.1876878,55.28390479999999
6370,Luxury 2-Bedroom Apartment @ Dubai Marina,2,3,"1,220 sqft","12,999","Safeer Tower, Dubai Marina, Dubai",Apartment,25.0783206,55.1418324
6371,Stunning and luxurious 1 bedroom Suite | private living room and bar | hotel facilities,1,1,969 sqft,"20,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6372,No Commission All Inclusive 3 BHK Damac Hills 2 Villa,3,2,"1,208 sqft","15,000","Albizia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9836964,55.37853
6373,Amazing Stay with balcony in Business Bay,1,2,"1,012 sqft","7,700","Safeer Tower 1, Business Bay, Dubai",Apartment,25.1771361,55.2710581
6374,Luxurious Two BR Apt | Beautiful View | Souk Al bahar,2,3,"1,547 sqft","53,000","Souk Al Bahar, Downtown Dubai, Dubai",Apartment,25.1946394,55.2765141
6375,Luxurious Two-Bedroom Apartment at Business Bay,2,3,"1,350 sqft","20,000","Paramount Hotel & Residences, Business Bay, Dubai",Apartment,25.1832074,55.2728756
6376,Splendid and Chic 2 BR with private beach access!,2,2,"1,283 sqft","17,000","Sunrise Bay Tower 1, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0967614,55.1394516
6377,BEAUTIFUL LUXURIOUS  TWO BED ROOMS NEAR TO BURJ KHALIFA,2,3,"1,699 sqft","44,999","The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",Apartment,25.2014188,55.2706273
6378,GLOBAL VILLAGE OFFER STARTING ONLY FROM 25OO PER MONTHLY,Studio,1,500 sqft,"2,500","S-02, Spain Cluster, International City, Dubai",Apartment,25.1648264,55.4031306
6379,MODERN AND FURNISHED STUDIO // BUSINESS BAY,Studio,1,448 sqft,"6,000","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
6380,STUDIO || JVC || HOT DEAL || BEST DEAL || ELEGANCE || STUNNING VIEW || LUXURY || MASTER PIECE,Studio,1,442 sqft,"4,499","Pantheon Elysee, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0601975,55.2093505
6381,Fully Furnished | Big layout  | Private garden & Pool,5,4,"6,709 sqft","80,000","Victory Heights, Dubai Sports City, Dubai",Villa,25.0401473,55.21534560000001
6382,NO COMMISSION | Studio in Business Bay | Elite Residence,Studio,1,400 sqft,"6,000","Elite Business Bay Residence, Business Bay, Dubai",Apartment,25.1799797,55.2659768
6383,Marina Walk 1 Bedroom l All Bills Included l No Commission,1,2,824 sqft,"5,800","DEC Tower 2, DEC Towers, Dubai Marina, Dubai",Apartment,25.0682879,55.12969440000001
6384,Volante | Chic Short Term Rental Apartment in Dubai,Studio,1,372 sqft,"8,000","Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0699404,55.1438779
6385,New Creek Vista Unit with Stunning views | Utilities Included,2,2,"1,050 sqft","9,000","Sobha Creek Vistas, Sobha Hartland, Dubai",Apartment,25.178171,55.31345630000001
6386,VIBRANT 1BR | SUMMER OFFER !!! | CITY AND LAKE VIEWS,1,3,980 sqft,"6,500","Lake Point Tower, JLT Cluster N, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0632348,55.1377308
6387,HIGH CLASS FULLY FURNISHED 1 BEDROOM APARTMENT IN DOWNTOWN,1,2,"1,050 sqft","28,000","The Address Downtown Hotel (Lake Hotel), Downtown Dubai, Dubai",Apartment,25.1936328,55.27907099999999
6388,Stay Now I Upgraded  I High Floor I Full Burj Khalifa/Fountains Views I Direct Access to Dubai Mall,2,2,"1,456 sqft","22,000","The Address Dubai Mall, Downtown Dubai, Dubai",Apartment,25.1998429,55.277452
6389,Deluxe Two Bedroom Apartment with Balcony,2,3,"1,615 sqft","9,600","Abidos Hotel Apartment, Dubai Residence Complex, Dubai",Apartment,25.0892512,55.3795272
6390,HOT SUMMER DEAL || ZERO COMMISSION || FULLY FURNISHED STUDIO CLOSE TO MARINA AND BATTUTA MALL,Studio,1,550 sqft,"4,800","Building 16, Zen Cluster, Discovery Gardens, Dubai",Apartment,25.0390117,55.1444815
6391,"Modern Style Studio near City Mall, Lake View",Studio,1,496 sqft,"5,500","Lago Vista C, Lago Vista, Dubai Production City (IMPZ), Dubai",Apartment,25.0317773,55.19002270000001
6392,Gorgeous Business Bay Apartment with Balcony,1,1,"1,033 sqft","7,700","Safeer Tower 2, Business Bay, Dubai",Apartment,25.180354,55.27613059999999
6393,Luxury Living at Its Finest One-Bedroom Apartment Tower D DAMAC Towers by Paramount,1,2,942 sqft,"11,000","Paramount Hotel & Residences, Business Bay, Dubai",Apartment,25.1832074,55.2728756
6394,Eid OfferI Upgraded 2BR I High Floor I Full Burj Khalifa/Fountains Views I Direct Access to Dubai Mall,2,2,"1,456 sqft","22,000","The Address Dubai Mall, Downtown Dubai, Dubai",Apartment,25.1998429,55.277452
6395,"JUNIOR SUITE WITH BALCONY, KING SIZE BED, FULLY SERVICED",Studio,1,678 sqft,"11,624","Laguna Movenpick Tower, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Hotel Apartment,25.065721,55.1381376
6396,Cosy Property | Near to Mall of Emirates,1,1,818 sqft,"8,500","Al Murad Tower, Al Barsha 1, Al Barsha, Dubai",Apartment,25.1135583,55.2013255
6397,Fully Furnished 1-Bedroom in JBR | Sea View | Monthly,1,2,"1,000 sqft","9,000","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.072367,55.127675
6398,FULLY FURNISHED 1BHK at DUBAI HILLS,1,1,500 sqft,"10,990","Park Heights 2, Park Heights, Dubai Hills Estate, Dubai",Apartment,25.1128753,55.2471341
6399,Modern 1 BR |Partial sea view | Jumeirah,1,1,938 sqft,"9,500","La Cote, Port De La Mer, La Mer, Jumeirah, Dubai",Apartment,25.2396355,55.25280129999999
6400,Luxury Villa in Jumeirah Island with Private Pool,6,6,"6,500 sqft","69,000","Cluster 5, Jumeirah Islands, Dubai",Villa,25.0652538,55.1516455
6401,Exquisite Furnished 1BHK All Bills Included,1,1,718 sqft,"5,999","Dubai Production City (IMPZ), Dubai",Apartment,25.0317773,55.19002270000001
6402,"Two Bedroom Apartment On Sheikh Zayed Road Near Internet metro with all bills, wifi, cleaning and parking",2,2,"1,108 sqft","10,398","Dubai Jewel Tower, Dubai Internet City, Dubai",Apartment,25.102311,55.171628
6403,Two Bed Apartment // Fully Furnished // Tecom,2,3,"1,600 sqft","10,000","Al Noor Tower 1, Barsha Heights (Tecom), Dubai",Apartment,25.0940608,55.1744376
6404,Two-Bedroom Apartment | Four-Star Deluxe Hotel | Near Metro Station | 5 minutes to Airport,2,3,"1,260 sqft","10,500","Abu Hail, Deira, Dubai",Apartment,25.2858687,55.3281742
6405,Deluxe  Studio Hotel Apartment,Studio,1,452 sqft,"6,750","Millennium Place Barsha Heights Hotel, Barsha Heights (Tecom), Dubai",Hotel Apartment,25.092076,55.17641219999999
6406,High - End Modern Two BR Villa | Burj Residences,2,3,"1,493 sqft","50,000","The Residence 1, The Residences, Downtown Dubai, Dubai",Villa,25.1925976,55.2733058
6407,3 MONTHS FIXED PRICE- Studio Apartment in Pantheon BLVD - JVC,Studio,1,407 sqft,"6,500","Pantheon Boulevard, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0505375,55.2140195
6408,Spacious 2BK(FREE Utility Bills +Housekeeping)*Standard,2,2,"1,350 sqft","6,500","CARE Holiday Homes Apartments, Barsha Heights (Tecom), Dubai",Apartment,25.0929124,55.176849
6409,"A Hotel located heart of Dubai Media city, King Salman Bin Abdul Aziz Al Saud Street Near MBC Building, Dubai and 5-10 Mints distance Metro &Tram",1,1,325 sqft,"7,299","Arjaan Hotel and Arjaan Office Tower, Dubai Media City, Dubai",Hotel Apartment,25.0954003,55.1546153
6410,A Brand New Furnished Studio at Luma21 in JVC,Studio,1,450 sqft,"4,000","Luma21, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0507584,55.2052472
6411,SUMMER PROMOTION || FURNISHED STUDIO CLOSE TO METRO AND BATTUTA MALL,Studio,1,550 sqft,"5,000","Building 5, Zen Cluster, Discovery Gardens, Dubai",Apartment,25.0422225,55.1410445
6412,Affordable 1 Bed at Manchester Tower  in Dubai Marina,1,1,720 sqft,"6,000","Manchester Tower, Dubai Marina, Dubai",Apartment,25.0681802,55.1323932
6413,Spacious and Elegant || Lavish Studio || Modern Design ||,Studio,1,550 sqft,"4,790","Burj Al Nujoom, Downtown Dubai, Dubai",Apartment,25.1910236,55.2822663
6414,"SUPERIOR LAKE VIEW ROOM, FULLY SERVICED",Studio,1,377 sqft,"7,948","Laguna Movenpick Tower, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Hotel Apartment,25.065721,55.1381376
6415,3 Bedroom Penthouse Duplex with Terrace,3,4,"3,200 sqft","35,000","Central Park Residence Tower, Central Park Towers, DIFC, Dubai",Apartment,25.2067366,55.275316
6416,2 BEDROOM ! FULLY FURNISHED ! ALL BILLS INC !!,2,3,999 sqft,"7,999","Abu Hail, Deira, Dubai",Hotel Apartment,25.2858687,55.3281742
6417,SUMMER OFFER!! HOTEL ROOM WITHOUT KITCHEN !! FREE BILLS,Studio,1,290 sqft,"3,299","Bur Dubai, Dubai",Apartment,25.2145565,55.3032906
6418,Pristine Studio at Bayz by Danube Business Bay by Deluxe Holiday Homes,Studio,1,468 sqft,"6,200","Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
6419,Luke Stays - Shamal waves JVC,Studio,1,680 sqft,"6,000","Shamal Waves, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0508608,55.1985538
6420,Modern Fully Furnished One Bedroom Apartment with Kitchen Facility close to Mall of the Emirates,1,1,603 sqft,"7,000","Holiday Inn & Suites Dubai Science Park, Dubai Science Park, Dubai",Apartment,25.07576,55.248756
6421,Fully furnished luxurious 1 bedroom apartment in Lamtara2,1,1,763 sqft,"40,000","Lamtara Building 2, Lamtara, Madinat Jumeirah Living, Umm Suqeim, Dubai",Apartment,25.1330986,55.183466
6422,Beautiful 01Bedroom Suite at AED 10000 Occidental Al Jaddaf | No Commission | All Bills Incl.,1,2,818 sqft,"10,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6423,EID OFFER One Bedroom Apartment with Triple Beds!! Limited period offer!Ready to Move in I Family room I,1,2,"1,000 sqft","7,999","Chelsea Gardens, Zen Cluster, Discovery Gardens, Dubai",Apartment,25.0483131,55.1306458
6424,Summer Offer | Large 1BHK | Serviced Apartment | Free Cleaning,1,1,800 sqft,"6,499","Al Rigga, Deira, Dubai",Hotel Apartment,25.2675792,55.3129667
6425,STUDIO ROOM WITH KITCHEN !! FULLY FURNISHED,Studio,1,290 sqft,"4,799","Al Barsha 1, Al Barsha, Dubai",Apartment,25.1103799,55.1954315
6426,FULLY FURNISHED 1BHK AT AG TOWER WITH BEAUTIFUL VIEW,1,2,910 sqft,"9,490","AG Tower, Business Bay, Dubai",Apartment,25.1796099,55.269205
6427,NO COMMMISSION - Amazing Deluxe Studio Apartment,Studio,1,486 sqft,"5,000","Jannah Place Dubai Marina, Dubai Marina, Dubai",Apartment,25.0697814,55.13279
6428,Free WIFI | Comfortable Studio in Vibrant Al Nahda Neighborhood,Studio,1,500 sqft,"4,000","Al Shamsi Building, Al Nahda 1, Al Nahda (Dubai), Dubai",Apartment,25.2920128,55.3689185
6429,"Two Bedroom Apartment Near Financial Center Including all bills, taxes, cleaning and parking",2,3,960 sqft,"15,498","Al Kawakeb, Sheikh Zayed Road, Dubai",Apartment,25.2074037,55.273621
6430,Suites in JBR | Weekly Cleaning | No Commission,2,2,"1,700 sqft","27,500","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",Hotel Apartment,25.072367,55.127675
6431,"Deluxe One Bed Room Apartment With Balcony , Near Marina Mall, Tram/Metro station. Fully Furnished, Serviced Apt - Monthly",1,1,800 sqft,"8,800","Safeer Tower, Dubai Marina, Dubai",Apartment,25.0783206,55.1418324
6432,Deluxe Studio  - Non-smoking,Studio,1,479 sqft,"6,500","Sitara Hotel Apartment, Oud Metha, Bur Dubai, Dubai",Hotel Apartment,25.2354074,55.308217
6433,Flexible Terms | Discounted Rates | Huge Sized Apartment | Free Gym | Parking | Free Maintenance,Studio,1,650 sqft,"5,500","Safeer Tower 1, Business Bay, Dubai",Apartment,25.1771361,55.2710581
6434,Maison Privee - Premium Studio in The Heart of Dubai Marina,Studio,1,387 sqft,"6,000","Sparkle Tower 3, Sparkle Towers, Dubai Marina, Dubai",Apartment,25.0714847,55.1321149
